time,fridge,air conditioner1,air conditioner2,washing machine,laptop computer,iron,kitchen outlets,television,water filter,water motor
7/13/2013 1:03,0,0,0,0,32.42708621,0,0,0,0.366959184,0
7/13/2013 1:04,0,0,0,0,27.99515,0,0,0,0.348363636,0
7/13/2013 1:05,0,0,0,0,26.92452542,0,0,0,0.347823529,0
7/13/2013 1:06,0,0,0,0,31.03071186,0,0,0,40.20836957,0
7/13/2013 1:07,0,0,0,0,31.37669492,0,0,0,13.40974419,0
7/13/2013 1:08,0,0,0,0,33.0456,0,0,0,0.356923077,0
7/13/2013 1:09,0,0,0,0,31.38889831,0,0,0,0.369596154,0
7/13/2013 1:10,0,0,0,0,32.95149153,0,0,0,0.373096154,0
7/13/2013 1:11,0,0,0,0,31.56810169,0,0,0,0.355195122,0
7/13/2013 1:12,0,0,0,0,32.7689,0,0,0,0.3714,0
7/13/2013 1:13,0,0,0,0,28.28844643,0,0,0,0.348038462,0
7/13/2013 1:14,0,0,0,0,28.37611667,0,0,0,0.375307692,0
7/13/2013 1:15,0,0,0,0,27.59913559,0,0,0,0.360105263,0
7/13/2013 1:16,0,0,0,0,30.10225,0,0,0,0.368378378,0
7/13/2013 1:17,0,0,0,0,27.78177193,0,0,0,0.335264151,0
7/13/2013 1:18,0,0,0,0,27.48805455,0,0,0,0.361542373,0
7/13/2013 1:19,0,0,0,0,27.59066102,0,0,0,0.369897959,0
7/13/2013 1:20,0,0,0,0,27.62164912,0,0,0,0.344166667,0
7/13/2013 1:21,0,0,0,0,26.79415254,0,0,0,0.354382353,0
7/13/2013 1:22,0,0,0,0,27.07028814,0,0,0,0.3575,0
7/13/2013 1:23,0,0,0,0,27.89008475,0,0,0,0.35122,0
7/13/2013 1:24,0,0,0,0,27.29961017,0,0,0,0.342463415,0
7/13/2013 1:25,0,0,0,0,27.03416949,0,0,0,0.35708,0
7/13/2013 1:26,0,0,0,0,28.4814,0,0,0,0.368386364,0
7/13/2013 1:27,0,0,0,0,28.64834483,0,0,0,0.358764706,0
7/13/2013 1:28,0,0,0,0,28.75150847,0,0,0,0.358924528,0
7/13/2013 1:29,0,0,0,0,28.14398276,0,0,0,0.352466667,0
7/13/2013 1:30,0,0,0,0,27.70896552,0,0,0,0.368829787,0
7/13/2013 1:31,0,0,0,0,28.00803448,0,0,0,0.376078947,0
7/13/2013 1:32,0,0,0,0,28.7768,0,0,0,0.370338983,0
7/13/2013 1:33,0,0,0,0,28.05616949,0,0,0,0.36854,0
7/13/2013 1:34,0,0,0,0,28.62806897,0,0,0,0.340862745,0
7/13/2013 1:35,0,0,0,0,31.31255,0,0,0,0.347895833,0
7/13/2013 1:36,0,0,0,0,30.68008475,0,0,0,0.355404762,0
7/13/2013 1:37,0,0,0,0,31.48416667,0,0,0,0.373586957,0
7/13/2013 1:38,0,0,0,0,30.15053571,0,0,0,0.326270833,0
7/13/2013 1:39,0,0,0,0,32.64365517,0,0,0,0.366431373,0
7/13/2013 1:40,0,0,0,0,29.04071186,0,0,0,25.3245814,0
7/13/2013 1:41,0,0,0,0,29.06661818,0,0,0,47.06395238,0
7/13/2013 1:42,0,0,0,0,32.73327119,0,0,0,11.90452083,0
7/13/2013 1:43,0,0,0,0,42.40366667,0,0,0,0.347347826,0
7/13/2013 1:44,0,0,0,0,31.35967797,0,0,0,0.351363636,0
7/13/2013 1:45,0,0,0,0,32.13383929,0,0,0,0.349631579,0
7/13/2013 1:46,0,0,0,0,32.75863793,0,0,0,0.336083333,0
7/13/2013 1:47,0,0,0,0,31.59851667,0,0,0,0,0
7/13/2013 1:48,0,0,0,0,29.30013793,0,0,0,0,0
7/13/2013 1:49,0,0,0,0,31.02833333,0,0,0,0,0
7/13/2013 1:50,0,0,0,0,32.93003448,0,0,0,0,0
7/13/2013 1:51,0,0,0,0,35.6473,0,0,0,0,0
7/13/2013 1:52,0,0,0,0,35.73067241,0,0,0,0,0
7/13/2013 1:53,0,0,0,0,32.84722034,0,0,0,0,0
7/13/2013 1:54,0,0,0,0,32.50638983,0,0,0,0,0
7/13/2013 1:55,0,0,0,0,38.24491525,0,0,0,0,0
7/13/2013 1:56,0,0,0,0,30.88069492,0,0,0,0,0
7/13/2013 1:57,0,0,0,0,31.91986667,0,0,0,0,0
7/13/2013 1:58,0,0,0,0,30.91306897,0,0,0,0,0
7/13/2013 1:59,0,0,0,0,34.65482456,0,0,0,0,0
7/13/2013 2:00,0,0,0,0,30.55611864,0,0,0,0,0
7/13/2013 2:01,0,0,0,0,29.04511667,0,0,0,0,0
7/13/2013 2:02,0,0,0,0,31.35241379,0,0,0,0,0
7/13/2013 2:03,0,0,0,0,30.7716,0,0,0,0,0
7/13/2013 2:04,0,0,0,0,29.14330508,0,0,0,0,0
7/13/2013 2:05,0,0,0,0,29.52313333,0,0,0,0,0
7/13/2013 2:06,0,0,0,0,28.44730357,0,0,0,0.39104,0
7/13/2013 2:07,0,0,0,0,31.64888333,0,0,73.70263636,0.371684211,0
7/13/2013 2:08,0,0,0,0,30.36444068,0,0,74.26915,0.359157895,0
7/13/2013 2:09,0,0,0,0,32.07118333,0,0,71.07038983,0.370055556,0
7/13/2013 2:10,0,0,0,0,32.84520339,0,0,75.42998113,0.35386,0
7/13/2013 2:11,0,0,0,0,34.39841667,0,0,0,0.374857143,0
7/13/2013 2:12,0,0,0,0,31.57459649,0,0,0,0.353133333,0
7/13/2013 2:13,0,0,0,0,32.40721667,0,0,0,0.339065217,0
7/13/2013 2:14,0,0,0,0,33.25401695,0,0,0,0.349313725,0
7/13/2013 2:15,0,0,0,0,27.05816667,0,0,0,0.36022,0
7/13/2013 2:16,0,0,0,0,37.96913793,0,0,0,0.340365854,0
7/13/2013 2:17,0,0,0,0,41.5616,0,0,0,0.355054545,0
7/13/2013 2:18,0,0,0,0,28.68922414,0,0,0,0.356530612,0
7/13/2013 2:19,0,0,0,0,31.1520339,0,0,0,0.352,0
7/13/2013 2:20,0,0,0,0,31.04174576,0,0,0,0.352058824,0
7/13/2013 2:21,0,0,0,0,29.17435,0,0,0,0.36604878,0
7/13/2013 2:22,0,0,0,0,35.25349153,0,0,0,0.344257143,0
7/13/2013 2:23,0,0,0,0,39.22254386,0,0,0,0.369159091,0
7/13/2013 2:24,0,0,0,0,40.21028814,0,0,0,0.377222222,0
7/13/2013 2:25,0,0,0,0,37.96661667,0,0,0,0.36644186,0
7/13/2013 2:26,0,0,0,0,34.77749123,0,0,0,0.365162162,0
7/13/2013 2:27,0,0,0,0,45.37555932,0,0,0,0.370693878,0
7/13/2013 2:28,0,0,0,0,31.49616949,0,0,0,0.349730769,0
7/13/2013 2:29,0,0,0,0,33.10486667,0,0,0,0.357745098,0
7/13/2013 2:30,0,0,0,0,34.16746552,0,0,0,0.347153846,0
7/13/2013 2:31,0,0,0,0,30.62503333,0,0,0,0.3414,0
7/13/2013 2:32,0,0,0,0,31.40554237,0,0,0,0.377,0
7/13/2013 2:33,0,0,0,0,35.90557627,0,0,0,0.350416667,0
7/13/2013 2:34,0,0,0,0,32.3549661,0,0,0,0.347,0
7/13/2013 2:35,0,0,0,0,33.99888136,0,0,0,0.358,0
7/13/2013 2:36,0,0,0,0,32.53950847,0,0,0,0.346325,0
7/13/2013 2:37,0,0,0,0,33.75067797,0,0,73.21356522,0.351403846,0
7/13/2013 2:38,0,0,0,0,32.84903333,0,0,74.51805,0.362608696,0
7/13/2013 2:39,0,0,0,0,45.82615254,0,0,68.25372881,0.368755556,0
7/13/2013 2:40,0,0,0,0,33.55930909,0,0,66.92463462,0.355742857,0
7/13/2013 2:41,0,0,0,0,35.7476,0,0,71.10192105,0,0
7/13/2013 2:42,0,0,0,0,32.15566071,0,0,72.59701786,0.365113208,0
7/13/2013 2:43,0,0,0,0,32.09608621,0,0,72.56094231,0.360118644,0
7/13/2013 2:44,0,0,0,0,31.50334483,0,0,74.6135614,0.360410714,0
7/13/2013 2:45,0,0,0,0,32.51294737,0,0,74.93992982,0.402181818,0
7/13/2013 2:46,0,0,0,0,32.7590339,0,0,72.53465714,0,0
7/13/2013 2:47,0,0,0,0,31.3952069,0,0,72.87734615,0,0
7/13/2013 2:48,0,0,0,0,31.22557627,0,0,72.48107273,0,0
7/13/2013 2:49,0,0,0,0,31.16621053,0,0,73.64318966,0,0
7/13/2013 2:50,0,0,0,0,33.12439655,0,0,73.21066071,0.358068182,0
7/13/2013 2:51,0,0,0,0,26.78462069,0,0,73.5677027,0.361872727,0
7/13/2013 2:52,0,0,0,0,31.52235,0,0,73.43708333,0.363365385,0
7/13/2013 2:53,0,0,0,0,28.50732203,0,0,72.55989831,0.356465517,0
7/13/2013 2:54,0,0,0,0,31.73693103,0,0,74.20250847,0.363392857,0
7/13/2013 2:55,0,0,0,0,30.79425862,0,0,73.36018966,0.378591837,0
7/13/2013 2:56,0,0,0,0,39.8859,0,0,71.39102273,0.370580645,0
7/13/2013 2:57,0,0,0,0,29.10271186,0,0,73.2317,0.336076923,0
7/13/2013 2:58,0,0,0,0,38.57921667,0,0,74.28586207,0.356678571,0
7/13/2013 2:59,0,0,0,0,30.61786441,0,0,74.22787755,0.342403846,0
7/13/2013 3:00,0,0,0,0,31.25723333,0,0,74.20030909,0.336938776,0
7/13/2013 3:01,0,0,0,0,31.75876786,0,0,74.03007895,0.350121212,0
7/13/2013 3:02,0,0,0,0,29.86761017,0,0,73.99431579,0.3605625,0
7/13/2013 3:03,0,0,0,0,30.5115,0,0,74.05431667,0.3478,0
7/13/2013 3:04,0,0,0,0,33.84431579,0,0,73.3869661,0.35555102,0
7/13/2013 3:05,0,0,0,0,36.91510169,0,0,72.90535714,0.359875,0
7/13/2013 3:06,0,0,0,0,34.55936667,0,0,66.7155,0.365956522,0
7/13/2013 3:07,0,0,0,0,39.99925424,0,0,72.46875439,0.355574468,0
7/13/2013 3:08,0,0,0,0,31.12128814,0,0,0,0.350159091,0
7/13/2013 3:09,0,0,0,0,28.5049322,0,0,0,0.332465116,0
7/13/2013 3:10,0,0,0,0,29.88768333,0,0,0,0.354519231,0
7/13/2013 3:11,0,0,0,0,31.56391228,0,0,0,0.3462,0
7/13/2013 3:12,0,0,0,0,29.42553333,0,0,0,0.335767857,0
7/13/2013 3:13,0,0,0,0,39.09171186,0,0,0,0.355867925,0
7/13/2013 3:14,0,0,0,0,31.72386667,0,0,0,0.36362963,0
7/13/2013 3:15,0,0,0,0,34.7215,0,0,0,0.348344828,0
7/13/2013 3:16,0,0,0,0,34.68595,0,0,0,27.756375,0
7/13/2013 3:17,0,0,0,0,32.54677966,0,0,0,21.4408125,0
7/13/2013 3:18,0,0,0,0,31.68815254,0,0,0,0.352651163,0
7/13/2013 3:19,0,0,0,0,30.43850847,0,0,0,0.373704545,0
7/13/2013 3:20,0,0,0,0,29.54948333,0,0,0,0.365711111,0
7/13/2013 3:21,0,0,0,0,39.80376271,0,0,0,0.3432,0
7/13/2013 3:22,0,0,0,0,30.92482456,0,0,0,0.384862745,0
7/13/2013 3:23,0,0,0,0,32.95726316,0,0,0,0.371796296,0
7/13/2013 3:24,0,0,0,0,36.66491667,0,0,0,0.359163265,0
7/13/2013 3:25,0,0,0,0,31.2312931,0,0,0,0.34345098,0
7/13/2013 3:26,0,0,0,0,30.71748333,0,0,0,0.358117647,0
7/13/2013 3:27,0,0,0,0,29.48116949,0,0,0,0.350722222,0
7/13/2013 3:28,0,0,0,0,26.8135,0,0,0,0.373943396,0
7/13/2013 3:29,0,0,0,0,27.09462069,0,0,0,0.363724138,0
7/13/2013 3:30,0,0,0,0,27.03711667,0,0,0,0.344288462,0
7/13/2013 3:31,0,0,0,0,26.69625,0,0,0,0.375146341,0
7/13/2013 3:32,0,0,0,0,44.4292931,0,0,0,0.3601875,0
7/13/2013 3:33,0,0,0,0,38.0014,0,0,0,0.359837209,0
7/13/2013 3:34,0,0,0,0,39.96498305,0,0,0,0.345608696,0
7/13/2013 3:35,0,0,0,0,39.82563333,0,0,0,0.3557,0
7/13/2013 3:36,0,0,0,0,26.15601724,0,0,0,0.354625,0
7/13/2013 3:37,0,0,0,0,25.87353333,0,0,0,0.33954,0
7/13/2013 3:38,0,0,0,0,27.32057627,0,0,0,0.341714286,0
7/13/2013 3:39,0,0,0,0,29.32015254,0,0,0,0.376477273,0
7/13/2013 3:40,0,0,0,0,29.0570678,0,0,0,0.369444444,0
7/13/2013 3:41,0,0,0,0,27.83283333,0,0,0,0.37046875,0
7/13/2013 3:42,0,0,0,0,28.48801754,0,0,0,0.370773585,0
7/13/2013 3:43,0,0,0,0,48.5635,0,0,0,0.363829787,0
7/13/2013 3:44,0,0,0,0,34.08063158,0,0,0,0.356519231,0
7/13/2013 3:45,0,0,0,0,32.25156667,0,0,0,0.367576923,0
7/13/2013 3:46,0,0,0,0,28.20582759,0,0,0,0.371135135,0
7/13/2013 3:47,0,0,0,0,32.10498333,0,0,0,0.361,0
7/13/2013 3:48,0,0,0,0,32.26611864,0,0,0,0.363636364,0
7/13/2013 3:49,0,0,0,0,31.92183051,0,0,0,0.351296296,0
7/13/2013 3:50,0,0,0,0,41.14252632,0,0,0,0.357415094,0
7/13/2013 3:51,0,0,0,0,32.08001667,0,0,0,0.355285714,0
7/13/2013 3:52,0,0,0,0,32.13088136,0,0,0,0.356692308,0
7/13/2013 3:53,0,0,0,0,32.33155932,0,0,0,0.356163636,0
7/13/2013 3:54,0,0,0,0,29.03567797,0,0,0,0.354716981,0
7/13/2013 3:55,0,0,0,0,39.46616667,0,0,0,0.352,0
7/13/2013 3:56,0,0,0,0,29.0740625,0,0,0,0.349452381,0
7/13/2013 3:57,0,0,0,0,28.61518644,0,0,0,0.3816,0
7/13/2013 3:58,0,0,0,0,31.5463,0,0,0,0.362302326,0
7/13/2013 3:59,0,0,0,0,26.98989831,0,0,0,0.358045455,0
7/13/2013 4:00,0,0,0,0,27.03017857,0,0,0,0.363159091,0
7/13/2013 4:01,0,0,0,0,26.99753333,0,0,71.62433333,0.381589744,0
7/13/2013 4:02,0,0,0,0,26.93361017,0,0,74.40191525,0.372070175,0
7/13/2013 4:03,0,0,0,0,26.79056667,0,0,72.64392982,0.343333333,0
7/13/2013 4:04,0,0,0,0,26.77405172,0,0,72.3165,30.07028571,0
7/13/2013 4:05,0,0,0,0,26.86843333,0,0,75.42993333,0.358865385,0
7/13/2013 4:06,0,0,0,0,26.74837931,0,0,75.18017778,0.342138889,0
7/13/2013 4:07,0,0,0,0,26.68287719,0,0,75.01146552,0.380224138,0
7/13/2013 4:08,0,0,0,0,26.83718644,0,0,74.81776271,0.354759259,0
7/13/2013 4:09,0,0,0,0,22.94256667,0,0,74.72082759,0.372122807,0
7/13/2013 4:10,0,0,0,0,21.48767797,0,0,74.09732727,0.356125,0
7/13/2013 4:11,0,0,0,0,21.40310169,0,0,74.54021053,0.365714286,0
7/13/2013 4:12,0,0,0,0,21.48047458,0,0,74.51744828,0.349233333,0
7/13/2013 4:13,0,0,0,0,21.59326667,0,0,74.08617544,0.36475,0
7/13/2013 4:14,0,0,0,0,21.51401786,0,0,74.03524561,0.366132075,0
7/13/2013 4:15,0,0,0,0,21.54211667,0,0,0,0.3458125,0
7/13/2013 4:16,0,0,0,0,21.60338983,0,0,0,0.3755,0
7/13/2013 4:17,0,0,0,0,21.60291525,0,0,0,0.37732,0
7/13/2013 4:18,0,0,0,0,21.3402931,0,0,0,0.374215686,0
7/13/2013 4:19,0,0,0,0,21.37781667,0,0,0,0.377285714,0
7/13/2013 4:20,0,0,0,0,21.34684483,0,0,0,0.356541667,0
7/13/2013 4:21,0,0,0,0,21.42156897,0,0,0,0.394583333,0
7/13/2013 4:22,0,0,0,0,21.31255932,0,0,0,0.379303571,0
7/13/2013 4:23,0,0,0,0,21.434,0,0,0,0.370542373,0
7/13/2013 4:24,0,0,0,0,21.36944068,0,0,0,0.375517857,0
7/13/2013 4:25,0,0,0,0,21.43012281,0,0,0,0.368039216,0
7/13/2013 4:26,0,0,0,0,21.38154237,0,0,0,0.3645,0
7/13/2013 4:27,0,0,0,0,21.48010169,0,0,0,0.352076923,0
7/13/2013 4:28,0,0,0,0,21.52342373,0,0,0,0.369733333,0
7/13/2013 4:29,0,0,0,0,21.57148333,0,0,0,0.364583333,0
7/13/2013 4:30,0,0,0,0,21.63015254,0,0,0,0.366404762,0
7/13/2013 4:31,0,0,0,0,21.63113333,0,0,0,0.359542857,0
7/13/2013 4:32,0,0,0,0,21.49632759,0,0,0,0.36864,0
7/13/2013 4:33,0,0,0,0,21.45613559,0,0,0,0.348288462,0
7/13/2013 4:34,0,0,0,0,21.57435593,0,0,0,0.357264151,0
7/13/2013 4:35,0,0,0,0,21.40355932,0,0,0,0.364511111,0
7/13/2013 4:36,0,0,0,0,21.43108772,0,0,0,0.39083871,0
7/13/2013 4:37,0,0,0,0,21.40625,0,0,0,0.36016,0
7/13/2013 4:38,0,0,0,0,21.42111864,0,0,0,0.375711111,0
7/13/2013 4:39,0,0,0,0,21.45982143,0,0,0,0.359436364,0
7/13/2013 4:40,0,0,0,0,21.41533333,0,0,0,0.348531915,0
7/13/2013 4:41,0,0,0,0,21.4085,0,0,0,0.374806452,0
7/13/2013 4:42,0,0,0,0,21.40864286,0,0,0,0.38873913,0
7/13/2013 4:43,0,0,0,0,21.42931667,0,0,0,0.348392157,0
7/13/2013 4:44,0,0,0,0,21.51916949,0,0,0,0.348156863,0
7/13/2013 4:45,0,0,0,0,21.53406667,0,0,0,0.347875,0
7/13/2013 4:46,0,0,0,0,21.39698276,0,0,0,0.364184211,0
7/13/2013 4:47,0,0,0,0,21.41815,0,0,0,0.378346939,0
7/13/2013 4:48,0,0,0,0,21.36557627,0,0,0,0.350952381,0
7/13/2013 4:49,0,0,0,0,21.36824138,0,0,0,0.372543478,0
7/13/2013 4:50,0,0,0,0,21.44438983,0,0,0,0.383,0
7/13/2013 4:51,0,0,0,0,21.45788333,0,0,0,0.356694444,0
7/13/2013 4:52,0,0,0,0,29.39022034,0,0,0,0.3428,0
7/13/2013 4:53,0,0,0,0,31.66945455,0,0,0,0.343468085,0
7/13/2013 4:54,0,0,0,0,29.63015254,0,0,0,0.349976744,0
7/13/2013 4:55,0,0,0,0,29.41610345,0,0,0,0.351659574,0
7/13/2013 4:56,0,0,0,0,30.7327069,0,0,0,0.34975,0
7/13/2013 4:57,0,0,0,0,31.98133898,0,0,0,0.349076923,0
7/13/2013 4:58,0,0,0,0,40.67671667,0,0,0,0.351487805,0
7/13/2013 4:59,0,0,0,0,45.09644068,0,0,0,0.348957447,0
7/13/2013 5:00,0,0,0,0,36.00122414,0,0,0,0.349615385,0
7/13/2013 5:01,0,0,0,0,31.03332203,0,0,0,0.360054054,0
7/13/2013 5:02,0,0,0,0,27.274,0,0,0,0.3579,0
7/13/2013 5:03,0,0,0,0,27.75573214,0,0,0,0.354333333,0
7/13/2013 5:04,0,0,0,0,27.38391667,0,0,0,0.347310345,0
7/13/2013 5:05,0,0,0,0,27.20281667,0,0,0,0.368155172,0
7/13/2013 5:06,0,0,0,0,27.21111864,0,0,0,0.338342105,0
7/13/2013 5:07,0,0,0,0,27.36116949,0,0,0,0.355333333,0
7/13/2013 5:08,0,0,0,0,27.35594915,0,0,0,0.363716981,0
7/13/2013 5:09,0,0,0,0,27.94321667,0,0,0,0.335943396,0
7/13/2013 5:10,0,0,0,0,27.46670175,0,0,0,0.35125,0
7/13/2013 5:11,0,0,0,0,27.76459322,0,0,0,0.365729167,0
7/13/2013 5:12,0,0,0,0,31.53732203,0,0,0,0.368017241,0
7/13/2013 5:13,0,0,0,0,32.00191525,0,0,0,0.365709091,0
7/13/2013 5:14,0,0,0,0,30.0862931,0,0,0,0.346269231,0
7/13/2013 5:15,0,0,0,0,29.80643333,0,0,0,0.356767857,0
7/13/2013 5:16,0,0,0,0,31.4079322,0,0,0,0.362969697,0
7/13/2013 5:17,0,0,0,0,30.50306897,0,0,0,0.351787234,0
7/13/2013 5:18,0,0,0,0,33.94659322,0,0,0,0.35268,0
7/13/2013 5:19,0,0,0,0,36.65138333,0,0,0,0.344659574,0
7/13/2013 5:20,0,0,0,0,38.83532203,0,0,0,0.375488889,0
7/13/2013 5:21,0,0,0,0,35.13647368,0,0,0,0.368897436,0
7/13/2013 5:22,0,0,0,0,37.65542373,0,0,0,0.36368,0
7/13/2013 5:23,0,0,0,0,31.38543333,0,0,0,0.374204545,0
7/13/2013 5:24,0,0,0,0,37.11422414,0,0,0,0.343607143,0
7/13/2013 5:25,0,0,0,0,35.38056667,0,0,0,0.356431373,0
7/13/2013 5:26,0,0,0,0,30.90316667,0,0,0,0.3465,0
7/13/2013 5:27,0,0,0,0,36.83781356,0,0,0,0.376727273,0
7/13/2013 5:28,0,0,0,0,33.73625862,0,0,0,0.377723404,0
7/13/2013 5:29,0,0,0,0,34.61494828,0,0,0,0.351744681,0
7/13/2013 5:30,0,0,0,0,34.8618,0,0,0,0.330918367,0
7/13/2013 5:31,0,0,0,0,33.10017241,0,0,0,0.369926829,0
7/13/2013 5:32,0,0,0,0,37.51896667,0,0,0,0.370319149,0
7/13/2013 5:33,0,0,0,0,37.85272881,0,0,0,0.349019608,0
7/13/2013 5:34,0,0,0,0,39.41063333,0,0,0,0.3625,0
7/13/2013 5:35,0,0,0,0,39.86177193,0,0,0,0.356170213,0
7/13/2013 5:36,0,0,0,0,39.10676667,0,0,0,0.364244898,0
7/13/2013 5:37,0,0,0,0,40.08516949,0,0,0,0.3418,0
7/13/2013 5:38,0,0,0,0,37.59964407,0,0,0,0.321021739,0
7/13/2013 5:39,0,0,0,0,36.31827119,0,0,0,0.358272727,0
7/13/2013 5:40,0,0,0,0,39.28753333,0,0,0,0.36112766,0
7/13/2013 5:41,0,0,0,0,35.49220339,0,0,0,0.374380952,0
7/13/2013 5:42,0,0,0,0,34.97672881,0,0,0,0.353888889,0
7/13/2013 5:43,0,0,0,0,36.22,0,0,0,0.3572,0
7/13/2013 5:44,0,0,0,0,37.02293333,0,0,0,0.355804348,0
7/13/2013 5:45,0,0,0,0,36.36056897,0,0,0,0.351104167,0
7/13/2013 5:46,0,0,0,0,35.06784483,0,0,0,0.350314286,0
7/13/2013 5:47,0,0,0,0,34.81749153,0,0,0,0.355537037,0
7/13/2013 5:48,0,0,0,0,37.80491667,0,0,0,0.362107143,0
7/13/2013 5:49,0,0,0,0,34.31677966,0,0,0,0.342041667,0
7/13/2013 5:50,0,0,0,0,37.7559,0,0,0,0.36277551,0
7/13/2013 5:51,0,0,0,0,36.31116949,0,0,0,0.34155814,0
7/13/2013 5:52,0,0,0,0,45.87925,0,0,0,0.348686275,0
7/13/2013 5:53,0,0,0,0,31.09410714,0,0,0,0.355288889,0
7/13/2013 5:54,0,0,0,0,41.84818966,0,0,0,0.347684211,0
7/13/2013 5:55,0,0,0,0,42.2449322,0,0,0,0.345409091,0
7/13/2013 5:56,0,0,0,0,36.80772414,0,0,0,0.348447368,0
